ID,Year,Games_Won,Games_Lost,Games_Drawn,Points_For,Points_Against,Percentage,Ladder_Position,Finals,Teams,Average_Age,Ladder_Position_Prev,Teams_Prev,Ladder_Position_Next,Teams_Next,Close_Games_Won,Close_Games_Lost,Away_Games_Won,Last_Five,Average_Attendance,Players_Used,Victorian
819,190x,10,7,0,914,726,125.9,3,Finalist,8,24.4,4.0,8.0,2,8,1,4,6,2,18555.0,36,True
525,191x,12,4,2,1150,810,141.98,3,Finalist,10,25.4,1.0,10.0,2,10,3,2,5,3,17359.0,33,True
648,195x,9,9,0,1506,1604,93.89,7,,12,23.5,10.0,12.0,10,12,4,2,2,1,22268.0,36,True
1243,194x,4,15,0,1456,1907,76.35,11,,12,24.7,12.0,12.0,11,12,2,2,1,1,11270.0,38,True
1449,197x,9,13,0,2223,2364,94.04,8,,12,24.5,12.0,12.0,5,12,2,4,3,2,16917.0,36,False
1185,194x,2,17,0,1124,1879,59.82,12,,12,23.4,12.0,12.0,11,12,1,2,1,2,9361.0,39,True
808,194x,7,8,0,1164,1244,93.57,6,,11,24.3,4.0,11.0,4,12,3,2,3,2,9833.0,36,True
121,195x,8,10,0,1515,1465,103.41,9,,12,23.0,9.0,12.0,8,12,1,2,4,1,23888.0,38,False
757,201x,10,12,0,2106,2082,101.15,9,,17,23.8,9.0,16.0,8,18,0,4,4,2,28075.0,37,True
1114,197x,10,12,0,2192,2224,98.56,7,,12,23.9,4.0,12.0,4,12,1,3,2,3,25177.0,41,True
850,192x,4,12,0,906,1139,79.54,8,,9,25.8,5.0,9.0,4,9,3,4,2,1,16402.0,42,True
124,200x,13,9,0,2097,1855,113.05,5,Finalist,16,23.8,11.0,16.0,2,16,3,2,6,2,36714.0,34,True
671,197x,12,10,0,2047,1915,106.89,6,,12,23.2,9.0,12.0,9,12,1,2,6,4,16160.0,35,True
1539,192x,11,7,0,1598,1316,121.43,4,Finalist,12,25.6,4.0,12.0,2,12,1,4,5,3,27383.0,32,True
650,201x,14,7,1,2225,1700,130.88,5,Finalist,17,24.1,8.0,16.0,10,18,2,2,9,2,50973.0,38,True
379,199x,4,18,0,1987,2545,78.07,15,,15,23.3,15.0,15.0,12,16,2,3,2,1,15452.0,40,False
277,195x,6,11,1,1210,1374,88.06,9,,12,22.9,10.0,12.0,10,12,2,3,1,2,20485.0,42,False
670,193x,3,15,0,1263,1753,72.05,11,,12,24.0,9.0,12.0,9,12,1,5,1,1,12625.0,37,True
963,196x,8,10,0,1059,1244,85.13,7,,12,23.0,11.0,12.0,8,12,1,1,3,2,17949.0,35,True
841,202x,11,12,0,2193,1877,116.84,10,,18,24.3,14.0,18.0,15,18,1,5,3,3,34689.0,37,False
888,193x,15,3,0,1803,1308,137.84,1,Runner-up,12,24.5,3.0,12.0,3,12,2,2,8,3,26690.0,32,True
48,194x,6,14,0,1665,1944,85.65,10,,12,25.1,11.0,12.0,12,12,1,1,1,3,9625.0,37,True
1396,198x,11,11,0,1963,2010,97.66,8,,12,24.6,2.0,12.0,7,14,2,3,3,2,22036.0,40,True
1020,200x,8,14,0,1886,2618,72.04,12,,16,23.8,15.0,16.0,16,16,3,1,3,1,24143.0,36,False
898,201x,17,5,0,2126,1488,142.88,1,Runner-up,18,26.0,4.0,18.0,4,18,2,2,9,3,36673.0,33,False
791,195x,11,7,0,1598,1422,112.38,4,Runner-up,12,22.6,5.0,12.0,3,12,1,1,4,4,32809.0,32,True
1621,198x,16,6,0,2224,1714,129.75,3,Finalist,12,24.7,1.0,12.0,9,12,4,3,7,3,33386.0,37,True
4,196x,8,9,1,1406,1327,105.95,6,,12,24.0,4.0,12.0,1,12,2,4,3,3,23528.0,32,True
1032,201x,11,11,0,1766,1876,94.14,11,,18,24.5,6.0,18.0,12,18,3,3,6,2,47486.0,36,True
1508,197x,9,13,0,1990,2194,90.7,8,,12,23.1,9.0,12.0,11,12,2,3,2,3,14827.0,37,True
270,196x,14,4,0,1457,1204,121.01,4,Finalist,12,24.1,4.0,12.0,6,12,4,1,5,4,33109.0,30,True
1282,197x,10,11,1,2053,1941,105.77,7,,12,24.1,3.0,12.0,2,12,0,2,4,2,26082.0,36,True
1481,200x,18,4,0,2360,1783,132.36,1,Finalist,16,25.0,3.0,16.0,1,16,7,1,8,3,28041.0,33,False
455,195x,11,6,2,1473,1310,112.44,4,Finalist,12,24.2,7.0,12.0,5,12,2,4,5,2,27788.0,32,True
1031,199x,13,9,0,2403,2104,114.21,4,Runner-up,15,24.4,7.0,15.0,2,16,4,2,4,4,37224.0,35,True
1110,190x,8,9,0,947,840,112.74,6,,8,24.2,7.0,8.0,8,8,0,4,4,3,,31,True
857,198x,19,3,0,2678,1748,153.2,1,Premier,14,25.3,1.0,14.0,5,14,4,1,9,4,26069.0,31,True
1451,190x,11,6,0,915,773,118.37,2,Runner-up,8,24.7,5.0,8.0,5,10,2,5,6,4,35088.0,33,False
313,200x,12,9,1,1939,1847,104.98,5,Finalist,16,24.0,1.0,16.0,8,16,3,1,4,4,44502.0,36,True
1272,197x,16,6,0,2398,1728,138.77,2,Runner-up,12,24.5,6.0,12.0,3,12,3,1,8,3,30755.0,35,True
322,192x,12,4,0,1132,975,116.1,2,Premier,9,26.4,1.0,9.0,5,9,6,1,6,5,23446.0,30,True
155,193x,8,10,0,1454,1435,101.32,8,,12,24.6,4.0,12.0,9,12,3,3,2,3,17985.0,32,True
1183,195x,15,3,0,1608,1300,123.69,1,Runner-up,12,23.7,1.0,12.0,1,12,5,2,6,3,36285.0,32,True
589,201x,20,2,0,2592,1546,167.66,1,Runner-up,17,24.7,1.0,16.0,4,18,2,1,10,3,60964.0,33,True
52,200x,17,5,0,2413,1823,132.36,1,Premier,16,25.4,1.0,16.0,8,16,4,0,7,5,31706.0,32,False
1269,198x,16,6,0,2417,2000,120.85,2,Finalist,12,24.8,7.0,12.0,8,12,3,1,6,2,25818.0,32,True
743,195x,12,6,0,1551,1283,120.89,3,Finalist,12,23.6,11.0,12.0,5,12,2,3,3,2,23134.0,32,True
853,199x,13,9,0,2383,1848,128.95,3,Finalist,15,24.4,3.0,15.0,6,16,0,5,7,3,33177.0,33,True
1150,198x,14,7,1,2345,1894,123.81,4,Finalist,12,25.3,2.0,12.0,8,12,2,4,7,1,25860.0,35,True
1202,199x,16,6,0,2376,1825,130.19,2,Premier,14,24.3,5.0,14.0,7,15,2,3,7,4,44577.0,32,True
482,201x,14,8,0,2148,1868,114.99,6,Finalist,18,25.3,4.0,18.0,11,18,1,2,6,2,53754.0,40,True
1000,195x,4,14,0,1192,1615,73.81,12,,12,22.7,12.0,12.0,10,12,1,2,1,1,16187.0,40,True
668,193x,8,10,0,1286,1403,91.66,8,,12,25.6,5.0,12.0,9,12,2,2,2,2,13870.0,34,True
409,191x,11,6,1,1122,874,128.38,4,Finalist,10,25.0,5.0,10.0,9,9,0,4,4,3,11413.0,29,True
524,201x,9,13,0,1763,1870,94.28,11,,16,24.7,5.0,16.0,14,17,2,3,2,2,31205.0,36,False
329,195x,10,7,1,1304,1147,113.69,5,,12,23.3,7.0,12.0,4,12,2,2,6,2,28708.0,34,True
20,191x,10,2,0,918,669,137.22,1,Runner-up,4,25.9,2.0,9.0,2,6,3,2,6,3,16142.0,29,True
699,191x,2,16,0,699,1454,48.07,9,,10,23.0,10.0,10.0,8,10,1,1,0,0,7184.0,62,True
37,190x,13,4,0,1058,690,153.33,2,Runner-up,8,24.9,2.0,8.0,5,8,3,2,8,4,26468.0,30,True
926,200x,12,9,1,2095,1863,112.45,6,Finalist,16,25.7,7.0,16.0,12,16,4,1,5,2,31824.0,36,False
847,199x,10,10,0,2101,1873,112.17,10,,15,24.7,11.0,15.0,7,15,1,3,3,3,26247.0,36,True
1456,193x,9,9,0,1592,1661,95.85,7,,12,24.7,9.0,12.0,5,12,2,2,3,3,16256.0,37,True
417,201x,1,21,0,1524,2990,50.97,18,,18,21.6,18.0,18.0,16,18,0,1,0,1,15715.0,46,False
946,196x,4,14,0,1010,1310,77.1,10,,12,22.1,7.0,12.0,10,12,2,5,2,2,16924.0,39,True
551,195x,13,5,0,1534,1404,109.26,2,Finalist,12,24.3,7.0,12.0,7,12,3,3,6,2,33392.0,36,True
775,201x,10,12,0,1917,2045,93.74,12,,18,23.1,14.0,18.0,16,18,2,2,3,1,20841.0,36,False
1092,200x,9,11,2,1986,1885,105.36,10,,16,23.4,13.0,16.0,10,16,0,1,4,1,30242.0,38,False
1235,200x,3,18,1,1958,2537,77.18,16,,16,23.6,9.0,16.0,9,16,0,3,1,2,41327.0,37,True
252,190x,7,10,0,700,704,99.43,5,,8,24.3,6.0,8.0,8,8,2,4,2,3,,39,False
1162,190x,7,11,0,927,1065,87.04,8,,10,24.6,7.0,8.0,5,10,2,3,2,1,8000.0,39,True
802,197x,14,8,0,2096,1821,115.1,3,Premier,12,25.2,2.0,12.0,3,12,3,3,7,4,27733.0,35,True
501,192x,9,8,1,1349,1405,96.01,6,,12,24.1,5.0,12.0,6,12,6,3,4,2,14569.0,33,True
160,199x,14,8,0,2079,1692,122.87,5,Finalist,16,25.1,1.0,15.0,4,16,2,2,6,2,29376.0,36,False
990,196x,9,9,0,1386,1550,89.42,8,,12,22.6,11.0,12.0,8,12,4,3,2,3,21530.0,36,False
875,199x,9,12,1,1928,2017,95.59,10,,16,23.1,9.0,16.0,7,16,1,2,3,1,28140.0,36,False
640,192x,10,5,1,1147,1028,111.58,2,Finalist,9,26.3,9.0,9.0,1,9,5,2,4,3,26410.0,30,True
701,191x,7,11,0,931,1021,91.19,8,,10,22.4,7.0,10.0,9,10,1,3,3,1,6497.0,35,True
584,202x,15,7,0,1986,1656,119.93,6,Finalist,18,24.9,16.0,18.0,3,18,4,5,6,3,23141.0,37,False
1540,191x,5,11,0,906,1164,77.84,6,,9,24.1,8.0,10.0,3,4,3,4,2,2,7385.0,37,True
18,201x,11,11,0,2175,1907,114.05,10,,18,24.7,11.0,18.0,7,18,1,5,5,2,37356.0,36,False
133,200x,14,8,0,2311,1797,128.6,5,Finalist,16,25.4,2.0,16.0,16,16,2,6,6,4,41530.0,34,True
1593,202x,11,12,0,1838,2050,89.66,11,,18,25.0,15.0,18.0,11,18,4,3,4,2,47189.0,34,True
954,198x,16,6,0,2916,1987,146.75,3,Runner-up,14,24.7,9.0,14.0,10,14,1,5,7,3,34477.0,34,True
1009,199x,5,17,0,1726,2456,70.28,14,,15,24.3,11.0,15.0,16,16,1,2,2,1,16599.0,35,True
1588,196x,7,13,0,1803,2186,82.48,9,,12,22.2,9.0,12.0,4,12,2,2,3,3,14496.0,42,False
197,201x,17,5,0,2679,1733,154.59,1,Runner-up,18,25.6,3.0,17.0,1,18,2,4,8,4,45820.0,34,True
1174,201x,7,15,0,1784,2177,81.95,14,,18,24.4,15.0,18.0,6,18,3,5,4,1,24191.0,40,True
1021,193x,6,11,1,1683,1747,96.34,9,,12,24.3,2.0,12.0,5,12,2,1,2,0,11306.0,39,True
1581,195x,16,2,0,1429,979,145.97,1,Premier,12,23.7,1.0,12.0,1,12,1,1,8,4,36707.0,27,True
1355,200x,13,8,1,2017,1890,106.72,6,Finalist,16,23.7,10.0,16.0,13,16,3,1,5,3,30085.0,36,False
621,195x,17,1,0,1942,1197,162.24,1,Premier,12,24.8,4.0,12.0,3,12,6,0,8,5,30899.0,34,True
187,202x,8,14,0,1746,1972,88.54,13,,18,25.1,11.0,18.0,9,18,2,0,5,1,28463.0,39,True
310,200x,15,7,0,2088,1741,119.93,4,Finalist,16,23.5,12.0,16.0,6,16,3,4,4,2,31991.0,35,True
508,200x,18,4,0,2312,1815,127.38,2,Premier,16,25.4,1.0,16.0,2,16,5,1,7,4,43459.0,33,True
1397,201x,15,7,0,1857,1609,115.41,7,Premier,18,24.3,6.0,18.0,10,18,6,1,7,4,36710.0,39,True
1360,196x,8,12,0,1859,2125,87.48,8,,12,22.7,12.0,12.0,12,12,5,4,3,1,15457.0,36,True
1340,197x,13,8,1,2148,1942,110.61,5,Finalist,12,24.0,8.0,12.0,8,12,3,1,7,3,21457.0,34,False
530,196x,10,8,0,1561,1249,124.98,5,,12,21.8,9.0,12.0,5,12,2,2,4,3,30197.0,36,True
1100,194x,15,4,0,1833,1368,133.99,1,Premier,12,24.7,6.0,12.0,6,12,5,1,7,4,31480.0,32,True
488,194x,13,7,0,1696,1526,111.14,3,Finalist,12,26.3,6.0,12.0,9,12,3,3,6,2,15683.0,39,True
163,192x,3,13,0,980,1219,80.39,9,,9,25.6,6.0,9.0,8,9,0,4,2,0,14639.0,33,True
1281,192x,13,5,0,1434,1178,121.73,4,Finalist,12,25.5,6.0,12.0,4,12,4,3,7,3,24980.0,37,True
1231,193x,12,6,0,1730,1327,130.37,4,Finalist,12,24.4,5.0,12.0,2,12,0,2,4,1,17755.0,33,True
17,199x,16,6,0,2793,2055,135.91,2,Premier,15,26.0,5.0,14.0,5,15,3,1,8,5,29431.0,33,True
1104,198x,11,11,0,2405,2345,102.56,5,Finalist,12,24.6,3.0,12.0,9,12,2,2,5,4,20483.0,36,True
1597,198x,7,15,0,2108,2502,84.25,12,,14,24.3,14.0,14.0,9,14,3,6,1,1,19213.0,37,True
561,193x,3,15,0,1300,1917,67.81,11,,12,24.5,11.0,12.0,10,12,3,1,0,1,8658.0,42,True
673,196x,8,9,1,1300,1313,99.01,7,,12,23.8,2.0,12.0,8,12,2,2,3,3,21542.0,34,True
1329,196x,13,4,1,1354,1056,128.22,2,Premier,12,22.8,2.0,12.0,4,12,1,0,5,4,39424.0,33,True
1048,190x,8,10,0,1032,1075,96.0,6,,10,22.6,,,7,10,3,5,3,3,,32,True
1371,193x,14,4,0,1644,1473,111.61,3,Finalist,12,25.1,4.0,12.0,6,12,3,1,7,3,20393.0,37,True
988,193x,14,4,0,1827,1574,116.07,1,Premier,12,25.5,5.0,12.0,5,12,4,1,7,3,28578.0,31,True
1522,201x,17,4,1,2349,1658,141.68,1,Premier,16,24.9,4.0,16.0,1,17,3,2,7,3,63928.0,33,True
292,196x,14,4,0,1455,1017,143.07,1,Premier,12,24.0,1.0,12.0,2,12,2,2,7,2,35543.0,29,True
815,190x,12,5,0,954,744,128.23,1,Premier,8,23.5,2.0,8.0,2,8,4,2,5,4,28844.0,27,True
232,199x,8,14,0,2051,2209,92.85,13,,16,23.5,,,13,16,0,4,3,3,22755.0,41,False
28,196x,6,13,1,1639,1954,83.88,9,,12,22.4,9.0,12.0,9,12,2,3,3,0,15291.0,39,False
449,190x,12,4,2,1070,821,130.33,3,Finalist,10,24.8,4.0,10.0,2,10,3,1,4,2,29790.0,30,True
1575,200x,15,7,0,2308,2007,115.0,3,Finalist,16,24.6,8.0,16.0,6,16,2,2,6,3,36694.0,34,False
236,199x,15,7,0,2116,1909,110.84,5,Finalist,16,26.4,1.0,16.0,11,16,3,1,6,2,37157.0,36,True
39,194x,13,6,0,1682,1347,124.87,2,Premier,12,24.9,6.0,12.0,5,12,2,2,6,3,29067.0,36,True
766,195x,5,13,0,1320,1681,78.52,10,,12,21.9,12.0,12.0,9,12,2,1,1,1,16152.0,43,True
1075,198x,1,21,0,1824,2873,63.49,12,,12,24.1,9.0,12.0,8,12,1,0,1,0,19870.0,46,True
481,195x,4,13,1,1174,1604,73.19,11,,12,23.4,6.0,12.0,9,12,3,1,0,2,16696.0,39,True
1384,194x,5,10,0,1384,1624,85.22,8,,11,24.3,2.0,12.0,7,11,1,0,2,3,6633.0,41,True
1592,201x,11,11,0,2079,1925,108.0,10,,18,24.1,5.0,17.0,8,18,2,1,6,2,43879.0,41,True
703,197x,16,6,0,2360,1827,129.17,2,Finalist,12,24.0,7.0,12.0,1,12,1,4,7,1,31320.0,34,True
1490,200x,11,11,0,2041,2038,100.15,10,,16,24.3,9.0,16.0,3,16,2,3,4,3,31319.0,34,False
654,197x,14,8,0,2317,2140,108.27,5,Finalist,12,23.3,11.0,12.0,4,12,5,1,6,3,29216.0,33,True
1400,195x,3,15,0,1178,1607,73.3,12,,12,21.7,11.0,12.0,10,12,2,1,1,2,19460.0,41,True
1255,200x,12,9,1,2121,2187,96.98,7,Finalist,16,24.5,4.0,16.0,13,16,5,0,7,2,30401.0,37,True
1194,201x,11,11,0,1806,1714,105.37,10,,18,25.1,10.0,18.0,1,18,1,2,5,3,33173.0,37,False
1354,189x,13,4,0,860,461,186.55,2,Finalist,8,24.6,4.0,8.0,3,8,0,3,4,4,13120.0,28,True
1475,201x,15,7,0,2244,1807,124.18,5,Finalist,18,24.5,4.0,17.0,13,18,5,2,5,3,35904.0,34,False
818,196x,14,4,0,1599,1162,137.61,3,Finalist,12,22.7,3.0,12.0,3,12,2,1,6,4,30014.0,30,True
166,194x,15,4,0,1980,1407,140.72,1,Premier,12,25.1,8.0,12.0,2,12,2,2,5,4,27228.0,31,True
985,195x,3,14,1,1137,1420,80.07,11,,12,22.7,6.0,12.0,4,12,2,5,2,2,18612.0,38,True
1222,199x,7,15,0,1830,1983,92.28,13,,16,23.6,13.0,16.0,12,16,0,2,1,2,21562.0,39,False
840,191x,8,6,0,742,805,92.17,4,Finalist,8,25.7,,,7,9,4,2,1,2,28375.0,32,True
1376,201x,12,10,0,1941,1865,104.08,12,,18,25.8,1.0,18.0,11,18,5,2,4,3,37440.0,35,False
899,197x,16,6,0,2318,1890,122.65,3,Finalist,12,23.0,6.0,12.0,2,12,3,0,8,4,36661.0,41,True
938,200x,14,8,0,2098,1630,128.71,4,Runner-up,16,25.0,3.0,16.0,7,16,3,4,8,4,37292.0,31,False
158,196x,0,18,0,1019,1706,59.73,12,,12,22.8,12.0,12.0,11,12,0,4,0,0,14613.0,35,True
1485,196x,3,17,0,1266,1703,74.34,12,,12,22.4,8.0,12.0,8,12,1,4,2,1,12814.0,42,True
522,197x,7,15,0,1938,2111,91.8,10,,12,22.6,8.0,12.0,12,12,4,5,3,0,23619.0,37,True
1170,192x,9,7,0,1118,1054,106.07,4,Finalist,9,26.4,7.0,9.0,8,9,1,0,2,1,17085.0,31,True
1288,198x,13,9,0,2199,1966,111.85,4,Finalist,14,24.3,8.0,14.0,11,14,3,1,4,4,19277.0,33,False
1362,193x,3,15,0,1511,1842,82.03,10,,12,24.6,9.0,12.0,6,12,0,3,1,1,13621.0,34,True
107,200x,10,11,1,2080,2127,97.79,8,Finalist,16,23.8,12.0,16.0,14,16,3,1,4,2,49549.0,36,True
601,192x,14,4,0,1720,1175,146.38,3,Premier,12,25.0,3.0,12.0,5,12,4,2,6,5,21501.0,32,True
1435,199x,7,15,0,2269,2535,89.51,12,,15,24.2,8.0,15.0,3,15,1,3,3,2,19652.0,40,True
1178,197x,15,7,0,2501,1974,126.7,3,Runner-up,12,23.8,3.0,12.0,5,12,1,1,7,3,41874.0,38,True
55,197x,18,3,1,2237,1666,134.27,1,Premier,12,23.5,5.0,12.0,3,12,5,2,8,3,37400.0,33,True
157,198x,15,7,0,2664,2215,120.27,4,Runner-up,12,24.8,4.0,12.0,1,12,1,2,6,4,37243.0,38,True
413,195x,10,8,0,1519,1365,111.28,5,,12,23.2,2.0,12.0,4,12,3,2,3,4,23432.0,34,True
1572,198x,11,11,0,1992,2123,93.83,7,,12,24.4,7.0,12.0,2,12,2,1,3,3,18789.0,35,True
214,200x,9,13,0,1990,2244,88.68,10,,16,24.6,13.0,16.0,10,16,1,3,1,1,25589.0,35,False
1531,190x,3,15,0,670,1130,59.29,10,,10,23.8,3.0,10.0,10,10,2,3,1,1,8851.0,55,True
1157,196x,14,5,1,1718,1263,136.03,4,Finalist,12,22.9,5.0,12.0,7,12,2,1,6,3,28216.0,37,True
1424,201x,15,6,1,1935,1591,121.62,3,Runner-up,16,25.6,1.0,16.0,6,17,3,1,7,2,44307.0,33,True
8,190x,12,5,0,917,579,158.38,3,Runner-up,8,25.1,4.0,8.0,1,8,4,2,5,3,20016.0,31,True
1043,201x,15,6,1,2244,1694,132.47,4,Finalist,18,25.8,3.0,18.0,1,18,0,0,8,1,31942.0,35,False
1541,202x,3,20,0,1657,2318,71.48,17,,18,24.5,18.0,18.0,17,18,2,5,1,1,25160.0,43,True
1090,197x,5,17,0,2072,2523,82.12,10,,12,22.7,5.0,12.0,10,12,1,3,1,3,17189.0,42,True
464,199x,8,14,0,1992,2083,95.63,13,,16,24.0,15.0,16.0,9,16,1,3,3,5,31200.0,35,True
260,190x,6,11,0,796,904,88.05,6,,8,24.3,7.0,8.0,3,8,1,3,1,3,,35,True
920,200x,14,8,0,2127,1900,111.95,5,Finalist,16,24.5,14.0,16.0,7,16,2,1,5,0,34635.0,34,True
1414,199x,10,12,0,2328,2454,94.87,11,,16,24.7,12.0,16.0,5,16,4,4,4,4,27701.0,35,True
903,196x,9,9,0,1279,1325,96.53,8,,12,23.5,7.0,12.0,4,12,4,3,4,3,25032.0,33,True
1526,196x,6,12,0,1143,1346,84.92,9,,12,21.3,10.0,12.0,5,12,2,1,2,2,19846.0,44,True
638,193x,5,13,0,1462,1690,86.51,10,,12,24.1,11.0,12.0,11,12,2,4,2,2,11811.0,35,True
355,190x,9,8,0,976,853,114.42,4,Finalist,8,23.6,4.0,8.0,4,8,1,3,3,3,14000.0,35,True
1392,192x,15,3,0,1589,1161,136.86,2,Finalist,12,25.3,4.0,12.0,2,12,4,2,7,4,24736.0,32,True
269,192x,9,9,0,1373,1431,95.95,6,,12,24.8,5.0,12.0,10,12,3,4,3,3,17732.0,29,False
1361,201x,7,15,0,1930,2402,80.35,14,,16,23.5,8.0,16.0,8,17,2,2,3,1,45902.0,39,True
156,200x,7,14,1,1928,2295,84.01,14,,16,23.8,7.0,16.0,3,16,1,1,2,3,24610.0,37,False
484,192x,7,11,0,1338,1578,84.79,8,,12,24.1,10.0,12.0,7,12,2,2,1,2,15312.0,34,False
655,195x,14,4,0,1485,1097,135.37,1,Premier,12,23.8,4.0,12.0,1,12,1,1,6,4,26662.0,33,True
1606,190x,9,8,0,800,735,108.84,4,Finalist,8,23.8,5.0,8.0,7,8,4,2,3,3,8000.0,34,True
1523,195x,15,3,0,1559,1036,150.48,1,Premier,12,23.0,4.0,12.0,1,12,3,2,6,5,32550.0,32,True
565,196x,5,13,0,1183,1474,80.26,11,,12,22.4,6.0,12.0,12,12,0,2,2,2,14877.0,38,True
955,201x,9,13,0,2038,2139,95.28,13,,18,25.0,5.0,18.0,9,18,3,2,6,2,30838.0,37,False
500,200x,5,17,0,1904,2317,82.18,14,,16,23.7,15.0,16.0,11,16,0,4,1,1,33171.0,38,True
1468,201x,15,6,1,2415,1776,135.98,1,Runner-up,18,25.5,5.0,18.0,12,18,0,1,7,2,41383.0,31,False
1207,194x,12,6,0,1656,1259,131.53,5,,12,25.5,4.0,11.0,4,12,1,2,5,2,18278.0,37,True
152,200x,7,15,0,2118,2208,95.92,13,,16,23.9,2.0,16.0,10,16,0,6,4,2,25314.0,37,False
412,193x,10,8,0,1488,1444,103.05,6,,12,25.2,6.0,12.0,12,12,2,2,4,3,14361.0,34,True
983,191x,0,18,0,907,1576,57.55,10,,10,23.1,10.0,10.0,10,10,0,3,0,0,7577.0,36,True
1518,198x,17,5,0,2781,1891,147.07,2,Runner-up,14,25.2,1.0,12.0,1,14,4,2,8,3,26356.0,30,True
674,191x,2,16,0,922,1505,61.26,9,,10,23.9,9.0,10.0,4,9,0,0,1,1,6628.0,40,True
475,195x,8,9,1,1341,1553,86.35,9,,12,24.0,11.0,12.0,10,12,4,1,3,1,20083.0,36,True
193,194x,8,10,0,1621,1611,100.62,8,,12,23.9,2.0,12.0,5,12,1,0,3,2,12419.0,36,True
1182,200x,13,9,0,2126,1923,110.56,4,Finalist,16,25.4,9.0,16.0,1,16,4,1,5,3,40688.0,37,True
1262,198x,7,15,0,2301,2452,93.84,9,,12,23.8,5.0,12.0,4,12,1,6,4,1,15690.0,40,True
623,198x,17,5,0,2828,2149,131.6,2,Finalist,12,25.0,6.0,12.0,2,12,1,1,8,3,27623.0,35,True
149,195x,13,5,0,1427,1171,121.86,3,Finalist,12,22.7,3.0,12.0,12,12,4,2,5,2,26048.0,35,True
768,202x,17,6,0,2180,1771,123.09,2,Runner-up,18,26.0,6.0,18.0,5,18,4,2,5,4,32374.0,35,False
1010,191x,11,7,0,1154,911,126.67,4,Finalist,10,23.8,6.0,10.0,5,10,1,1,3,2,16032.0,28,True
204,192x,15,3,0,1605,1105,145.25,2,Finalist,12,24.3,1.0,12.0,3,12,4,3,7,4,19253.0,28,True
906,189x,8,9,0,679,565,120.18,6,Runner-up,8,23.6,5.0,8.0,5,8,2,6,3,4,4823.0,34,False
288,202x,8,9,0,1007,1053,95.63,10,,18,25.4,6.0,18.0,7,18,3,1,3,2,6396.0,38,False
302,196x,5,13,0,1224,1650,74.18,9,,12,22.7,12.0,12.0,10,12,2,1,2,2,15803.0,36,True
1476,198x,10,12,0,2157,2373,90.9,8,,12,25.1,10.0,12.0,8,12,1,1,4,2,27680.0,34,True
410,202x,16,6,0,1845,1456,126.72,3,Finalist,18,26.8,4.0,18.0,1,18,4,2,7,2,29178.0,35,True
127,202x,15,7,0,2147,1799,119.34,6,Finalist,18,25.3,4.0,18.0,2,18,3,4,6,3,30352.0,37,False
1244,193x,4,14,0,1380,1605,85.98,10,,12,24.0,9.0,12.0,10,12,1,1,2,2,12194.0,39,True
209,197x,4,17,1,1770,2481,71.34,11,,12,23.2,8.0,12.0,9,12,3,1,0,0,13405.0,41,True
855,192x,5,11,0,1080,1285,84.05,8,,9,24.8,4.0,9.0,4,9,2,4,2,1,11574.0,28,True
253,193x,15,3,0,1746,1237,141.15,1,Runner-up,12,25.3,2.0,12.0,1,12,4,1,6,3,25239.0,27,True
1536,195x,14,5,0,1528,1058,144.42,2,Runner-up,12,23.1,2.0,12.0,2,12,1,1,6,3,31614.0,35,True
1570,194x,12,5,1,1529,1430,106.92,4,Finalist,12,24.4,6.0,11.0,5,12,7,1,4,2,15581.0,37,True
1188,200x,13,9,0,2190,1960,111.73,8,Finalist,16,23.7,5.0,16.0,8,16,1,2,5,3,43243.0,35,True
394,202x,6,16,0,1557,1818,85.64,17,,18,25.0,8.0,18.0,4,18,1,4,5,1,31918.0,39,True
1428,196x,9,8,1,1462,1335,109.51,7,,12,22.8,3.0,12.0,1,12,2,3,4,3,25339.0,31,True
876,197x,12,9,1,2236,2127,105.12,5,Finalist,12,23.1,10.0,12.0,7,12,2,1,6,2,28170.0,36,True
226,201x,14,8,0,2168,1671,129.74,5,Finalist,18,24.7,10.0,18.0,10,18,1,3,6,3,32198.0,35,False
656,198x,16,5,1,2754,1990,138.39,3,Premier,12,24.4,8.0,12.0,7,12,6,1,8,4,42624.0,36,True
1,200x,10,11,1,1982,2002,99.0,10,,16,24.2,6.0,16.0,1,16,2,3,4,2,32396.0,37,True
117,191x,7,10,1,937,913,102.63,7,,10,22.9,8.0,10.0,8,10,2,3,4,2,6815.0,35,True
715,197x,12,10,0,2149,2140,100.42,6,,12,24.2,5.0,12.0,1,12,2,2,4,3,19903.0,34,True
1545,195x,13,5,0,1309,959,136.5,3,Finalist,12,22.9,10.0,12.0,2,12,3,1,7,3,26658.0,40,True
980,193x,7,11,0,1526,1703,89.61,8,,12,24.1,10.0,12.0,8,12,2,3,3,2,13284.0,35,True
1423,201x,11,11,0,2091,2090,100.05,11,,18,24.5,8.0,17.0,9,18,1,4,6,0,45227.0,39,True
1331,197x,19,3,0,2356,1878,125.45,1,Finalist,12,22.4,3.0,12.0,4,12,4,2,10,2,33326.0,35,True
1465,193x,9,9,0,1393,1406,99.08,7,,12,23.9,7.0,12.0,4,12,3,2,5,2,13431.0,35,False
453,195x,8,10,0,1404,1477,95.06,8,,12,23.4,12.0,12.0,4,12,5,3,4,1,16497.0,41,True
1171,190x,7,9,1,635,831,76.41,5,,8,24.7,8.0,8.0,8,8,2,2,3,3,,34,True
